Name,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Israel Sheinfeld - 2002,"6' 8.25""","6' 9.25""",239,"6' 9.75""","8' 10.5""",NA,0,0,NA,NA,NA,NA,8,NA,NA,79,No
Troy Ostler - 2001,"6' 8.75""","6' 10.25""",200,"7' 1.5""","8' 10.5""",NA,0,0,26.5,"11' 1""",29.5,"11' 4""",2,13.42,3.5,77,No
Michael Wright - 2001,"6' 7""",NA,247,"6' 11.5""","8' 10.5""",NA,0,0,27.5,"11' 2""",33.5,"11' 8""",18,11.37,3.21,22,38
Vassil Evtimov - 2000,"6' 9.75""","6' 10.5""",262,"6' 10.5""","8' 10.5""",NA,0,0,21,"10' 7.5""",28.5,"11' 3""",13,11.75,3.52,50,No
Brandon Kurtz - 2000,"6' 9.5""","6' 10.5""",257,"6' 11.25""","8' 10.5""",NA,0,0,NA,NA,NA,NA,7,NA,NA,61,No
Dejuan Blair - 2009,"6' 5.25""","6' 6.5""",277,"7' 2""","8' 10.5""",12,0,0,26,"11' 0.5""",33,"11' 7.5""",18,11.5,3.45,NA,37
Omri Casspi - 2009,"6' 7.75""","6' 9.25""",211,"6' 9.25""","8' 10.5""",8.6,0,0,25.5,"11' 0""",32.5,"11' 7""",2,11.15,3.28,NA,23
DaJuan Summers - 2009,"6' 7.25""","6' 8.5""",243,"7' 0.75""","8' 10.5""",6.6,0,0,29.5,"11' 4""",34.5,"11' 9""",15,10.94,3.17,NA,35
Dante Cunningham - 2009,"6' 7""","6' 8.25""",227,"6' 11""","8' 10.5""",4.8,0,0,28,"11' 2.5""",35,"11' 9.5""",18,11.18,3.26,NA,33
Ekpe Udoh - 2010,"6' 8.75""","6' 9.75""",237,"7' 4.5""","8' 10.5""",8,9.5,8.75,31,"11' 5.5""",33.5,"11' 8""",10,11.15,3.29,NA,6
Ryan Rossiter - 2011,"6' 8.5""",NA,228,"7' 0""","8' 10.5""",NA,0,0,23.5,"10' 10""",NA,NA,NA,12.58,3.54,NA,No
Rick Jackson - 2011,"6' 8.25""","6' 9.25""",242,"7' 2""","8' 10.5""",8.3,8.75,9.5,28.5,"11' 3""",33,"11' 7.5""",9,11.51,3.26,NA,No
Markieff Morris - 2011,"6' 7.75""","6' 9.25""",241,"6' 10.75""","8' 10.5""",10.2,8.5,8.25,27,"11' 1.5""",31.5,"11' 6""",11,NA,3.4,NA,13
Jereme Richmond - 2011,"6' 6""","6' 7.25""",207,"6' 10.25""","8' 10.5""",5.5,8.75,9.5,27,"11' 1.5""",33.5,"11' 8""",NA,11.74,3.02,NA,33
Jamie Skeen - 2011,"6' 6.5""","6' 8""",242,"7' 1.25""","8' 10.5""",9.8,8.5,8.5,26,"11' 0.5""",30.5,"11' 5""",10,12.43,3.46,NA,No
Gregory Smith - 2011,"6' 8""","6' 9.25""",253,"7' 2.5""","8' 10.5""",7.4,9.75,12,29.5,"11' 4""",36,"11' 10.5""",17,12.43,3.36,NA,59
Jordan Williams - 2011,"6' 7.75""","6' 9""",247,"7' 0.25""","8' 10.5""",12.1,9.25,10,25,"10' 11.5""",30.5,"11' 5""",10,12.74,3.45,NA,36
Robert Carter - 2010,"6' 7""",NA,245,"7' 2""","8' 10.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Watt - 2012,"6' 7.75""","6' 9""",229,"6' 11.75""","8' 10.5""",7.1,10,0,29.5,"11' 4""",33,"11' 7.5""",7,12.31,3.35,NA,No
Travis Hyman - 2012,"6' 9.75""","6' 10.75""",235,"7' 1.5""","8' 10.5""",11.3,9.13,0,31.5,"11' 6""",35.5,"11' 10""",16,11.6,3.25,NA,No
Quincy Acy - 2012,"6' 6.5""","6' 7.75""",224,"7' 2.75""","8' 10.5""",7.1,9.5,11,32,"11' 6.5""",37,"11' 11.5""",13,10.48,3.28,NA,37
JaMychal Green - 2012,"6' 8""","6' 9""",217,"7' 2.25""","8' 10.5""",9.8,9.25,9.25,29.5,"11' 4""",32.5,"11' 7""",19,10.63,3.38,NA,No
Arnett Moultrie - 2012,"6' 9.5""","6' 10.75""",233,"7' 2.25""","8' 10.5""",7.7,9.25,9.25,33.5,"11' 8""",37.5,"12' 0""",10,11.32,3.22,NA,27
Kyle O'Quinn - 2012,"6' 8.5""","6' 10""",241,"7' 4.75""","8' 10.5""",8,9.5,10,31.5,"11' 6""",31.5,"11' 6""",,11.65,3.53,NA,49
Jonas Bergstedt - 2012,"6' 9""","6' 10""",234,"7' 0""","8' 10.5""",NA,0,0,25,"10' 11.5""",31,"11' 5.5""",NA,12.42,3.44,NA,No
Tornike Shengelia - 2012,"6' 8""","6' 9.5""",228,"6' 10.5""","8' 10.5""",NA,0,0,23.5,"10' 10""",28.5,"11' 3""",NA,11.89,3.53,NA,54
Aaron Gordon - 2013,NA,"6' 9""",212,"6' 11.5""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4
Kenny Kadji - 2013,"6' 8.75""","6' 10""",242,"7' 3""","8' 10.5""",7.5,9,10.25,34,"11' 8.5""",38,"12' 0.5""",9,11.47,3.44,NA,No
Trevor Mbakwe - 2013,"6' 6.75""","6' 8""",236,"7' 4""","8' 10.5""",5.9,9.5,11.5,30,"11' 4.5""",36.5,"11' 11""",21,12.01,3.32,NA,No
Tony Mitchell - 2013,"6' 7.5""","6' 8.75""",236,"7' 2.5""","8' 10.5""",5.6,9,10,33.5,"11' 8""",38,"12' 0.5""",13,11.82,3.52,NA,37
Trevor Mbakwe - 2013,"6' 6.75""","6' 8""",236,"7' 4""","8' 10.5""",5.9,9.5,11.5,30,"11' 4.5""",36.5,"11' 11""",21,12.01,3.28,NA,No
Kenny Kadji - 2013,"6' 8.75""","6' 10""",242,"7' 3""","8' 10.5""",7.5,9,10.25,34,"11' 8.5""",38,"12' 0.5""",9,11.47,3.28,NA,No
Marko Lukovic - 2013,"6' 8""","6' 10""",206,"6' 11.5""","8' 10.5""",NA,0,0,24.5,"10' 11""",30,"11' 4.5""",NA,12.91,3.59,NA,No
Josh Huestis - 2014,"6' 6.5""",NA,213,"7' 1""","8' 10.5""",NA,0,0,32,"11' 6.5""",NA,NA,NA,11.06,3.29,NA,29
DeAndre Daniels - 2014,"6' 7.25""","6' 8.5""",196,"7' 2""","8' 10.5""",3.9,9.25,10.5,26.5,"11' 1""",32,"11' 6.5""",NA,11.46,3.44,NA,37
James McAdoo - 2014,"6' 7.5""","6' 8.75""",228,"7' 2.25""","8' 10.5""",6.2,9.25,9,29.5,"11' 4""",34,"11' 8.5""",NA,11.61,3.28,NA,No
Roscoe Smith - 2014,"6' 7.5""","6' 8.5""",202,"7' 1.5""","8' 10.5""",4.7,9.25,9.75,29,"11' 3.5""",36,"11' 10.5""",7,11.04,3.43,NA,No
Shane Southwell - 2014,"6' 5.5""","6' 7""",210,"7' 0.5""","8' 10.5""",8.4,8.5,8,26.5,"11' 1""",31,"11' 5.5""",6,10.74,3.38,NA,No
Orlando Sanchez - 2014,"6' 7""","6' 8""",211,"6' 11.25""","8' 10.5""",NA,0,0,30.5,"11' 5""",27,"11' 1.5""",NA,11.89,3.24,NA,No
EJ Montgomery Jr. - 2014,"6' 8.25""","6' 9""",204,"7' 0.5""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Porter - 2014,"6' 7.5""","6' 8.5""",193,"6' 9.5""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alec Brennan - 2012,"6' 9""",NA,206,"6' 8.75""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Miles Carter - 2012,"6' 6.75""",NA,199,"7' 1.5""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Andrew Drone - 2012,"6' 8""",NA,283,"6' 9.75""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Zena Edosomwan - 2012,"6' 8.25""",NA,247,"7' 0.25""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Amadi Hamdi - 2012,"6' 6.25""",NA,224,"7' 1.25""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Kobani - 2012,"6' 6.75""",NA,250,"6' 11.5""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kyle Williams - 2012,"6' 6.75""",NA,226,"7' 2.25""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tai Wynyard - 2015,NA,"6' 10""",263,"6' 10""","8' 10.5""",NA,9,9.75,NA,NA,NA,NA,NA,NA,NA,NA,No
Daniel Coursey - 2015,"6' 10""","6' 11.25""",249,"6' 11""","8' 10.5""",NA,0,0,27,"11' 1.5""",31,"11' 5.5""",NA,12.95,3.67,NA,No
Jarell Martin - 2015,"6' 8""","6' 9.25""",239,"6' 9.75""","8' 10.5""",10.1,8.25,0,28.5,"11' 3""",34.5,"11' 9""",19,11.12,3.27,NA,25
Aaron White - 2015,"6' 7.75""","6' 8.75""",220,"6' 11.5""","8' 10.5""",8,8.25,9.25,30,"11' 4.5""",35,"11' 9.5""",7,11.62,3.38,NA,49
Alan Williams - 2015,"6' 7.25""","6' 8.25""",261,"7' 1.75""","8' 10.5""",12,8.5,9.5,25.5,"11' 0""",28.5,"11' 3""",8,12.07,3.5,NA,No
Awudu Abass - 2015,"6' 5.5""","6' 7""",224,"7' 0.5""","8' 10.5""",NA,0,0,29.5,"11' 4""",32.5,"11' 7""",NA,11.86,3.27,NA,No
Maksim Salash - 2015,"6' 8.5""","6' 10""",218,"6' 9.5""","8' 10.5""",NA,0,0,21.5,"10' 8""",26.5,"11' 1""",NA,12.54,3.51,NA,No
Greg Floyd - 2015,"6' 6.5""",NA,172,"6' 10.5""","8' 10.5""",NA,0,0,21,"10' 7.5""",29,"11' 3.5""",NA,12.42,3.64,NA,No
Joey Brunk - 2015,"6' 9.75""",NA,252,"6' 9.5""","8' 10.5""",NA,0,0,20.5,"10' 7""",23,"10' 9.5""",NA,13.83,3.95,NA,No
Taurean Prince - 2015,"6' 6""","6' 8""",220,"6' 11.5""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Taurean Prince - 2015,NA,"6' 8""",217,"6' 11.5""","8' 10.5""",5.9,9,9.25,NA,NA,34.5,"11' 9""",9,9.86,3.02,NA,No
Jayson Tatum - 2016,NA,"6' 8.25""",204,"6' 11""","8' 10.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dorian Finney-Smith - 2016,"6' 6""","6' 7.5""",215,"6' 11.5""","8' 10.5""",NA,0,0,31,"11' 5.5""",NA,NA,NA,11.16,3.31,NA,No
Tyler Harris - 2016,"6' 8""","6' 9.5""",218,"6' 10.5""","8' 10.5""",NA,0,0,24,"10' 10.5""",NA,NA,NA,11.69,3.57,NA,No
Kevin Larsen - 2016,"6' 8.5""","6' 10""",273,"6' 9.5""","8' 10.5""",NA,0,0,24,"10' 10.5""",NA,NA,NA,12.02,3.63,NA,No
Mike Tobey - 2016,"6' 11""","7' 0.5""",252,"7' 0""","8' 10.5""",NA,0,0,29.5,"11' 4""",NA,NA,NA,12.02,3.56,NA,No
Alex Davis - 2016,"6' 8""","6' 9""",210,"7' 1.5""","8' 10.5""",NA,0,0,29.5,"11' 4""",33.5,"11' 8""",NA,11.7,3.46,NA,No
David Laury - 2016,"6' 6.5""","6' 7.5""",245,"6' 11""","8' 10.5""",NA,0,0,24.5,"10' 11""",30.5,"11' 5""",NA,11.61,3.54,NA,No
Juvonte Reddic - 2016,"6' 8.5""","6' 9.5""",244,"7' 1""","8' 10.5""",NA,0,0,27,"11' 1.5""",33.5,"11' 8""",NA,11.79,3.4,NA,No
Robert Carter - 2016,"6' 6.75""","6' 8.5""",251,"7' 3.25""","8' 10.5""",12.5,8.75,9.5,24.5,"10' 11""",30.5,"11' 5""",NA,11.97,3.65,NA,No
Brice Johnson - 2016,"6' 9""","6' 10.5""",209,"7' 0.5""","8' 10.5""",7.5,9,8.25,33.5,"11' 8""",38,"12' 0.5""",NA,11.88,3.2,NA,No
Dedric Lawson - 2016,"6' 7""","6' 8""",225,"7' 2.5""","8' 10.5""",11.1,9.5,9.5,22.5,"10' 9""",28,"11' 2.5""",NA,12.48,3.65,NA,No
Luka Samanic - 2016,"6' 9""","6' 10""",205,"6' 10""","8' 10.5""",NA,0,0,25.5,"11' 0""",33.5,"11' 8""",NA,12.08,3.36,NA,No
Filip Petrusev - 2016,"6' 8.75""","6' 9.75""",213,"6' 10.5""","8' 10.5""",NA,0,0,25.5,"11' 0""",29.5,"11' 4""",NA,12.23,3.54,NA,No
Emmanouil Koukoulas - 2011,"6' 7.92""","6' 9.10""",220,"6' 11.46""","8' 10.30""",7.2,0,0,23.8,"10' 10.10""",27.9,"11' 2.20""",NA,NA,3.55,NA,No
Abdel Kader Sylla - 2011,"6' 7.53""","6' 8.71""",219,"7' 4.98""","8' 10.30""",7.6,0,0,23.8,"10' 10.10""",31.6,"11' 5.90""",NA,NA,3.41,NA,No
LeBron James - 2003,"6' 7.25""","6' 8""",245,"7' 0.25""","8' 10.25""",6.7,0,0,NA,NA,NA,NA,NA,NA,NA,83,1
Troy Gillenwater - 2012,"6' 6""","6' 7""",242,"7' 2""","8' 10.25""",15.3,9.63,0,33.8,"11' 8.05""",35.3,"11' 9.55""",7,11.31,3.29,NA,No
PJ Washington - 2016,NA,"6' 7.5""",233,"7' 2.5""","8' 10.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Thaddeus Young - 2007,"6' 5.75""","6' 7.5""",210,"6' 11.5""","8' 10""",4.9,0,0,34.5,"11' 8.5""",37,"11' 11""",13,11.06,3.19,7,12
Jason Smith - 2007,"6' 10.75""","6' 11.5""",233,"6' 10.75""","8' 10""",7.5,0,0,33.5,"11' 7.5""",37.5,"11' 11.5""",15,10.96,3.29,8,20
Ivan Radenovic - 2007,"6' 9""","6' 10.75""",226,"6' 11.75""","8' 10""",9.8,0,0,23,"10' 9""",28,"11' 2""",7,11.61,3.6,76,No
Terence Dials - 2006,"6' 7.75""","6' 9""",253,"7' 0""","8' 10""",15.8,0,0,26.5,"11' 0.5""",30,"11' 4""",16,11.54,3.5,55,No
Kevin Love - 2008,"6' 7.75""","6' 9.5""",255,"6' 11.25""","8' 10""",12.9,0,0,29.5,"11' 3.5""",35,"11' 9""",18,11.17,3.22,NA,5
Joe Alexander - 2008,"6' 7.25""","6' 8.25""",220,"6' 11.5""","8' 10""",5.8,0,0,32.5,"11' 6.5""",38.5,"12' 0.5""",24,11.33,2.99,NA,8
Frank Elegar - 2008,"6' 7.25""","6' 8.75""",210,"7' 3.25""","8' 10""",4.5,0,0,33.5,"11' 7.5""",37.5,"11' 11.5""",11,11.86,3.17,NA,No
Pat Calathes - 2008,"6' 8.75""","6' 9.75""",204,"6' 9.75""","8' 10""",7.3,0,0,NA,NA,NA,NA,7,NA,NA,NA,No
Takais Brown - 2008,"6' 7.25""","6' 8.5""",252,"6' 10""","8' 10""",9.2,0,0,29,"11' 3""",31,"11' 5""",22,12.47,3.25,NA,No
Sharrod Ford - 2005,"6' 7.25""","6' 8.25""",213,"7' 1.5""","8' 10""",NA,0,0,28.5,"11' 2.5""",37,"11' 11""",9,11.92,3.2,41,No
Kevin Pittsnogle - 2005,"6' 9.25""","6' 10.25""",259,"6' 10.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,87,No
Steven Smith - 2005,"6' 7.25""","6' 8.75""",236,"7' 0""","8' 10""",NA,0,0,28,"11' 2""",33.5,"11' 7.5""",14,12.11,3.35,47,No
Martell Webster - 2005,"6' 6""","6' 7.5""",230,"6' 11""","8' 10""",NA,0,0,28,"11' 2""",30.5,"11' 4.5""",7,11.39,3.39,59,6
Erik Daniels - 2004,"6' 6.25""","6' 7.5""",223,"6' 11""","8' 10""",NA,0,0,31,"11' 5""",32,"11' 6""",4,11.38,3.19,41,No
Aerick Sanders - 2004,"6' 6.5""","6' 7.5""",205,"6' 11.5""","8' 10""",NA,0,0,24.5,"10' 10.5""",30.5,"11' 4.5""",9,11.98,3.37,58,No
Damien Wilkins - 2004,"6' 4.5""","6' 6""",222,"7' 0""","8' 10""",NA,0,0,26.5,"11' 0.5""",31,"11' 5""",15,11.92,3.15,31,No
Aloysius Anagoynye - 2003,"6' 6.75""","6' 8""",257,"7' 2.5""","8' 10""",10.5,0,0,31,"11' 5""",34.5,"11' 8.5""",6,12.93,3.3,66,No
Jeff Newton - 2003,"6' 8""","6' 9""",199,"7' 1""","8' 10""",5.3,0,0,27.5,"11' 1.5""",34,"11' 8""",9,11.18,3.23,40,No
Mike Dunleavy - 2002,"6' 8""","6' 9.5""",230,"6' 9""","8' 10""",NA,0,0,24.5,"10' 10.5""",29,"11' 3""",11,11.55,3.3,53,3
Kirk Haston - 2001,"6' 8""","6' 9.25""",242,"7' 0.25""","8' 10""",NA,0,0,27,"11' 1""",31.5,"11' 5.5""",11,12.25,3.35,62,16
Antonis Fotsis - 2000,"6' 9.25""","6' 10.25""",219,"6' 8.5""","8' 10""",NA,0,0,27,"11' 1""",30,"11' 4""",2,11.6,3.44,55,47
Brian Montonati - 2000,"6' 8.75""","6' 9.75""",215,"6' 10.5""","8' 10""",NA,0,0,25,"10' 11""",29,"11' 3""",5,11.85,3.53,57,No
Matthew Nielsen - 2000,"6' 9""",NA,223,"6' 10.5""","8' 10""",NA,0,0,26,"11' 0""",29,"11' 3""",3,11.28,3.35,43,No
Tyler Hansbrough - 2009,"6' 8.25""","6' 9.5""",234,"6' 11.5""","8' 10""",8.5,0,0,27.5,"11' 1.5""",34,"11' 8""",18,11.12,3.27,NA,13
Gani Lawal - 2009,"6' 7.75""","6' 9""",229,"7' 0""","8' 10""",7.2,8.5,10,30,"11' 4""",34.5,"11' 8.5""",17,11.93,3.34,NA,46
Luke Harangody - 2009,"6' 6.25""","6' 8""",240,"6' 9.75""","8' 10""",11.2,8.75,9.75,27,"11' 1""",31,"11' 5""",23,11.15,3.33,NA,52
Damion James - 2009,"6' 6.25""","6' 7.5""",224,"7' 0.75""","8' 10""",8.2,9.25,8.5,30,"11' 4""",37,"11' 11""",14,11.23,3.09,NA,24
Wayne Chism - 2010,"6' 7.5""",NA,241,"7' 0.75""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Laurence Ekperigin - 2010,"6' 6.5""",NA,220,"7' 1.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Wesley Johnson - 2010,"6' 6.25""","6' 7.25""",206,"7' 1""","8' 10""",4.6,9,9.5,32,"11' 6""",37,"11' 11""",16,11.43,3.14,NA,4
Luke Harangody - 2010,"6' 6""","6' 7.75""",240,"6' 9.5""","8' 10""",11.1,8.75,9.75,24,"10' 10""",28.5,"11' 2.5""",23,11.83,3.41,NA,52
Trevor Booker - 2010,"6' 6.25""","6' 7.5""",236,"6' 9.75""","8' 10""",7.3,9,9.5,31,"11' 5""",36,"11' 10""",22,11.15,3.1,NA,23
Jeff Allen - 2011,"6' 5.25""",NA,227,"7' 2""","8' 10""",NA,0,0,28,"11' 2""",NA,NA,NA,12.73,3.35,NA,56
Brian Qvale - 2011,"6' 9.5""",NA,247,"6' 11""","8' 10""",NA,0,0,28,"11' 2""",NA,NA,NA,11.25,3.41,NA,No
Malcolm Thomas - 2011,"6' 7.25""",NA,218,"7' 2""","8' 10""",NA,0,0,32.5,"11' 6.5""",NA,NA,NA,12.41,3.3,NA,No
Justin Harper - 2011,"6' 8""","6' 8.75""",228,"6' 11.75""","8' 10""",4,9,9.25,28.5,"11' 2.5""",33,"11' 7""",19,11.92,3.3,NA,32
Kawhi Leonard - 2011,"6' 6""","6' 7""",227,"7' 3""","8' 10""",5.4,9.75,11.25,25.5,"10' 11.5""",32,"11' 6""",3,11.45,3.15,NA,15
Kyle Singler - 2011,"6' 7.5""","6' 8.5""",228,"6' 10.10""","8' 10""",10,8.25,8.75,23,"10' 9""",30,"11' 4""",10,11.22,3.21,NA,33
Tyler Adams - 2010,"6' 8.5""",NA,256,"7' 1""","8' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Chandler - 2010,"6' 9""",NA,246,"7' 0""","8' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sidiki Johnson - 2010,"6' 8""",NA,220,"7' 2""","8' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Randall - 2010,"6' 8""",NA,224,"7' 0""","8' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Gordon - 2012,"6' 7.5""","6' 8.5""",241,"6' 11.75""","8' 10""",10.2,9.25,0,27.5,"11' 1.5""",34.5,"11' 8.5""",15,12.14,3.4,NA,No
Thomas Robinson - 2012,"6' 7.75""","6' 8.75""",244,"7' 3.25""","8' 10""",5,9.75,10.5,28.5,"11' 2.5""",35.5,"11' 9.5""",15,11.96,3.17,NA,5
Nemanja Aleksandrov - 2007,NA,"6' 10.5""",230,"6' 11.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Semen Shashkov - 2009,"6' 8""","6' 8.75""",212,"6' 10.25""","8' 10""",NA,0,0,29,"11' 3""",33,"11' 7""",NA,NA,3.73,NA,No
Luigi Datome - 2009,"6' 7.5""","6' 8.75""",203,"6' 10.25""","8' 10""",NA,0,0,26,"11' 0""",29,"11' 3""",NA,NA,3.91,NA,No
Joe Ingles - 2009,"6' 7""","6' 8.25""",215,"6' 10.25""","8' 10""",NA,0,0,0,NA,0,NA,NA,NA,3.85,NA,No
Hailovic Miralem - 2009,"6' 8.25""","6' 9""",201,"6' 11""","8' 10""",NA,0,0,27,"11' 1""",0,NA,NA,NA,3.55,NA,No
Robert Covington - 2013,"6' 6.25""",NA,210,"7' 2""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Noah Vonleh - 2013,NA,"6' 8""",242,"7' 4""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9
Robert Covington - 2013,"6' 6.25""","6' 7.5""",209,"7' 1.75""","8' 10""",4.7,9,8.5,29.5,"11' 3.5""",36,"11' 10""",9,11.69,3.34,NA,No
James Southerland - 2013,"6' 7""","6' 8""",221,"7' 1""","8' 10""",8.1,8,9.5,29,"11' 3""",32,"11' 6""",5,10.9,3.38,NA,No
Cody Zeller - 2013,"6' 10.75""","7' 0.25""",230,"6' 10.75""","8' 10""",4.8,8.5,10.5,35.5,"11' 9.5""",37.5,"11' 11.5""",17,10.82,3.15,NA,4
Laurence Bowers - 2013,"6' 6.75""","6' 8.5""",223,"6' 11""","8' 10""",6.7,8,8.75,26,"11' 0""",30,"11' 4""",12,11.67,3.37,NA,No
Horace Spencer - 2013,"6' 6.5""","6' 7.5""",198,"7' 0.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Edgaras Ulanovas - 2013,"6' 6""","6' 7""",210,"6' 10.5""","8' 10""",NA,0,0,26.5,"11' 0.5""",30,"11' 4""",NA,11.48,3.3,NA,No
Shaq Goodwin - 2013,"6' 7""","6' 8""",229,"7' 2""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron Gordon - 2013,"6' 6""","6' 7""",220,"6' 11""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4
Isaiah Armwood - 2014,"6' 7""",NA,200,"6' 10""","8' 10""",NA,0,0,28.5,"11' 2.5""",NA,NA,NA,10.97,3.31,NA,No
Davante Gardner - 2014,"6' 6.75""",NA,288,"7' 1.25""","8' 10""",NA,0,0,21.5,"10' 7.5""",NA,NA,NA,12.04,3.59,NA,No
Justin Jackson - 2014,"6' 7.5""",NA,220,"7' 1""","8' 10""",NA,0,0,28.5,"11' 2.5""",NA,NA,NA,11.75,3.43,NA,No
Shawn Jones - 2014,"6' 7""",NA,233,"7' 3.5""","8' 10""",NA,0,0,33.5,"11' 7.5""",NA,NA,NA,12.4,3.34,NA,No
Will Neighbor - 2014,"6' 9.25""",NA,219,"6' 10.5""","8' 10""",NA,0,0,28.5,"11' 2.5""",NA,NA,NA,11.41,3.55,NA,No
Shayne Whittington - 2014,"6' 9.25""",NA,237,"6' 10.25""","8' 10""",NA,0,0,29.5,"11' 3.5""",NA,NA,NA,11.42,3.43,NA,No
Abdul Abu - 2012,"6' 6""",NA,226,"7' 2""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
LaQuinton Ross - 2014,"6' 6.5""","6' 7.5""",239,"7' 1.75""","8' 10""",16.3,8.75,9.75,25,"10' 11""",31,"11' 5""",NA,11.97,3.44,NA,No
Kyle Casey - 2014,"6' 6.5""","6' 7.5""",227,"7' 1""","8' 10""",5.9,9,9,35.5,"11' 9.5""",41,"12' 3""",11,11.34,3.27,NA,No
Talib Zanna - 2014,"6' 7""","6' 9""",232,"7' 0.5""","8' 10""",4.3,10,10.75,NA,NA,NA,NA,NA,NA,NA,NA,No
Emir Sulejmanovic - 2014,"6' 8.25""","6' 9.25""",241,"6' 11.25""","8' 10""",NA,0,0,26,"11' 0""",27.5,"11' 1.5""",NA,13.02,3.55,NA,No
Jarred Vanderbilt - 2014,"6' 7""","6' 8""",192,"6' 11""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Zacarry Douglas - 2012,"6' 6.5""",NA,198,"6' 11.75""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Dwayne Morgan - 2012,"6' 6.25""",NA,186,"6' 11.75""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Rodney Williams - 2012,"6' 6.5""",NA,207,"7' 2.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Talib Zanna - 2015,"6' 7.75""","6' 9""",232,"7' 0""","8' 10""",NA,0,0,26,"11' 0""",32,"11' 6""",NA,12.57,3.5,NA,No
Shawn Jones - 2015,"6' 6""","6' 7.5""",242,"7' 4""","8' 10""",NA,0,0,30.5,"11' 4.5""",39,"12' 1""",NA,13.52,3.34,NA,No
Jamal Jones - 2015,"6' 7.5""","6' 8.75""",190,"6' 11""","8' 10""",NA,0,0,28,"11' 2""",34,"11' 8""",NA,11.94,3.33,NA,No
David Laury - 2015,"6' 7""",NA,250,"6' 11.5""","8' 10""",NA,0,0,24.5,"10' 10.5""",NA,NA,NA,12.5,3.48,NA,No
Sam Dekker - 2015,"6' 7.75""","6' 9""",219,"6' 11.5""","8' 10""",7.5,8.5,9.25,25.5,"10' 11.5""",34.5,"11' 8.5""",5,10.71,3.28,NA,18
Jordan Mickey - 2015,"6' 7""","6' 8.25""",238,"7' 3.25""","8' 10""",7.2,8.75,9.5,33,"11' 7""",37.5,"11' 11.5""",9,11.8,3.28,NA,33
E.J. Montgomery - 2015,"6' 8.25""","6' 9""",200,"7' 1""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarred Vanderbilt - 2015,"6' 7""","6' 8""",198,"6' 11.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Itay Segev - 2015,"6' 7""","6' 8""",215,"7' 1""","8' 10""",NA,0,0,29.5,"11' 3.5""",32.5,"11' 6.5""",NA,11.79,3.25,NA,No
